id,startup_name,slug,dpiit_recognized,registration_number,founded_year,founder_count,sector_id,state_id,city,funding_stage,total_funding_usd,valuation_usd,annual_revenue_inr,employee_count,women_led,sustainability_focus,ai_enabled,export_business,website,email,phone,linkedin_url,status,last_funding_date,growth_percentage,jobs_created,patents_filed,description,created_at,updated_at
193,ShopZone Byte,shopzone-byte,Yes,DPIIT53681,2020,3,3,4,Karimnagar,Bootstrapped,0,4604813,310968797,181,No,No,No,No,https://www.shopzone-byte.com,hello@shopzone-byte.com,+91-9526747565,https://linkedin.com/company/shopzone-byte,Active,,95.4,3,0,"A emerging EdTech startup based in Karimnagar, focused on digital transformation.",2021-04-25 11:25:34,2023-04-20 08:10:37
194,PredictAI Byte,predictai-byte,Yes,DPIIT45823,2019,2,6,2,Nagpur,Seed,4851055,10762008,339679042,9,Yes,No,No,No,https://www.predictai-byte.co.in,hello@predictai-byte.io,+91-8021822983,https://linkedin.com/company/predictai-byte,Active,2021-06-13,346.17,2,3,"A innovative SaaS startup based in Nagpur, focused on market disruption.",2020-11-13 12:12:52,2024-06-24 09:22:08
195,MediScan Pro,mediscan-pro,No,DPIIT85578,2018,1,9,3,Rohini,Seed,103046,21810835,67920316,185,No,Yes,No,Yes,https://www.mediscan-pro.in,hello@mediscan-pro.com,+91-7172684301,https://linkedin.com/company/mediscan-pro,Failed,2020-11-10,-27.73,61,1,"A leading Renewable Energy startup based in Rohini, focused on digital transformation.",2019-12-02 12:08:13,2023-10-11 03:36:00
196,LastMile India,lastmile-india,Yes,DPIIT36417,2023,3,14,8,Kochi,Seed,1865425,6548469,78515409,42,No,No,Yes,No,https://www.lastmile-india.io,hello@lastmile-india.com,+91-9859833994,https://linkedin.com/company/lastmile-india,Active,2024-10-25,224.02,17,3,"A emerging EV startup based in Kochi, focused on sustainable growth.",2024-03-23 01:16:00,2024-03-19 14:10:03
197,BioLab Hub,biolab-hub,Yes,DPIIT46125,2014,4,14,4,Hyderabad,Seed,2204645,4487226,153174006,76,No,No,No,No,https://www.biolab-hub.in,hello@biolab-hub.in,+91-7947322282,https://linkedin.com/company/biolab-hub,Active,2018-10-12,92.18,58,1,"A leading EV startup based in Hyderabad, focused on scalable solutions.",2015-10-23 15:24:14,2024-07-18 16:41:59
198,HealNow Box,healnow-box,Yes,DPIIT82870,2012,2,4,3,Rohini,Angel,2666276,9203994,401722022,108,No,No,No,No,https://www.healnow-box.co.in,hello@healnow-box.io,+91-7014477641,https://linkedin.com/company/healnow-box,Active,2013-05-30,279.59,21,0,"A pioneering AgriTech startup based in Rohini, focused on market disruption.",2013-03-05 18:21:00,2024-05-07 06:11:06
199,NanoTech Solutions,nanotech-solutions,Yes,DPIIT41610,2022,4,9,6,Rajkot,Series B,38249689,136051939,108087875,3342,No,No,Yes,No,https://www.nanotech-solutions.co.in,hello@nanotech-solutions.io,+91-7070572216,https://linkedin.com/company/nanotech-solutions,Active,2024-01-01,-3.05,2827,0,"A leading Renewable Energy startup based in Rajkot, focused on market disruption.",2022-05-21 07:26:55,2023-02-14 06:29:26
200,ClinicAI Box,clinicai-box,Yes,DPIIT22256,2012,4,5,1,Hubballi,Seed,1899819,4682391,200113067,29,No,No,Yes,No,https://www.clinicai-box.com,hello@clinicai-box.in,+91-9959218284,https://linkedin.com/company/clinicai-box,Active,2017-10-01,14.59,10,4,"A innovative AI/ML startup based in Hubballi, focused on digital transformation.",2013-05-16 06:50:26,2023-12-05 03:05:32
201,TrackShip Labs,trackship-labs,Yes,DPIIT35237,2020,1,1,12,Siliguri,Series A,10854557,40232966,405439560,3755,No,Yes,No,No,https://www.trackship-labs.com,hello@trackship-labs.io,+91-7770480897,https://linkedin.com/company/trackship-labs,Active,2023-11-26,342.86,804,1,"A innovative FinTech startup based in Siliguri, focused on scalable solutions.",2020-10-29 14:03:42,2024-04-05 07:39:08
202,EduLeap India,eduleap-india,Yes,DPIIT99710,2014,2,12,6,Surat,Series B,79066964,279443557,449151059,3587,No,No,Yes,No,https://www.eduleap-india.in,hello@eduleap-india.com,+91-7660306988,https://linkedin.com/company/eduleap-india,Active,2021-09-18,-17.18,1702,3,"A emerging BioTech startup based in Surat, focused on scalable solutions.",2015-12-18 05:17:45,2024-06-16 22:35:56
203,SchoolSpark Now,schoolspark-now,No,DPIIT12625,2015,2,15,15,Bhagalpur,Seed,3492547,14178522,355612160,150,No,Yes,No,No,https://www.schoolspark-now.co.in,hello@schoolspark-now.com,+91-9497104816,https://linkedin.com/company/schoolspark-now,Acquired,2020-01-14,96.82,31,25,"A innovative Robotics startup based in Bhagalpur, focused on digital transformation.",2015-08-24 23:44:34,2023-04-26 17:30:25
204,EcoTech Plus,ecotech-plus,Yes,DPIIT22260,2014,1,5,4,Karimnagar,Pre-Seed,877052,3576414,471191053,64,Yes,No,Yes,No,https://www.ecotech-plus.io,hello@ecotech-plus.io,+91-7584888428,https://linkedin.com/company/ecotech-plus,Active,2016-09-12,179.43,54,1,"A leading AI/ML startup based in Karimnagar, focused on AI-driven insights.",2015-05-18 06:08:51,2023-08-14 22:40:05
205,OrderFresh Tech,orderfresh-tech,Yes,DPIIT13977,2019,3,14,5,Chennai,Series C,226760718,426208871,397071741,2686,No,Yes,Yes,Yes,https://www.orderfresh-tech.com,hello@orderfresh-tech.io,+91-7817856346,https://linkedin.com/company/orderfresh-tech,Active,2020-11-05,268.62,1971,0,"A emerging EV startup based in Chennai, focused on market disruption.",2020-10-25 11:03:50,2024-10-07 23:38:01
206,WindGen Tech,windgen-tech,Yes,DPIIT72492,2016,1,13,19,Dhanbad,Series B,73330713,355415603,271593726,2424,No,No,No,Yes,https://www.windgen-tech.in,hello@windgen-tech.com,+91-8241147606,https://linkedin.com/company/windgen-tech,Active,2018-12-04,280.72,2055,4,"A leading Mobility startup based in Dhanbad, focused on sustainable growth.",2017-01-23 15:02:32,2024-03-21 14:01:02
207,QuantumTech,quantumtech,Yes,DPIIT45312,2023,2,8,1,Mangaluru,Series A,15681515,46439220,48614305,3011,No,No,Yes,No,https://www.quantumtech.io,hello@quantumtech.io,+91-7210444425,https://linkedin.com/company/quantumtech,Active,2024-06-12,188.31,1501,2,"A innovative Logistics startup based in Mangaluru, focused on market disruption.",2024-01-20 23:02:35,2023-02-10 20:30:03
208,AutoBot AI,autobot-ai,Yes,DPIIT82848,2013,1,12,5,Salem,Series C,84561889,409141268,100195723,1080,No,No,No,No,https://www.autobot-ai.io,hello@autobot-ai.io,+91-7762120771,https://linkedin.com/company/autobot-ai,Active,2014-05-13,300.14,972,15,"A innovative BioTech startup based in Salem, focused on market disruption.",2013-07-18 12:45:48,2023-07-12 16:41:04
209,MediScan Solutions,mediscan-solutions,Yes,DPIIT79248,2020,4,5,2,Mumbai,Series B,61545398,274291310,159458047,1449,No,No,Yes,No,https://www.mediscan-solutions.com,hello@mediscan-solutions.in,+91-8081687203,https://linkedin.com/company/mediscan-solutions,Active,2023-03-16,305.4,170,3,"A leading AI/ML startup based in Mumbai, focused on AI-driven insights.",2020-10-25 20:24:10,2023-12-30 11:48:18
210,CoreTech,coretech,No,DPIIT12948,2012,3,12,2,Pune,Angel,891194,4391070,103903149,191,No,Yes,No,No,https://www.coretech.in,hello@coretech.io,+91-9995336679,https://linkedin.com/company/coretech,Failed,2013-11-24,-12.8,130,16,"A innovative BioTech startup based in Pune, focused on sustainable growth.",2012-12-05 23:08:29,2024-09-16 22:03:43
211,MLStudio Ventures,mlstudio-ventures,No,DPIIT88624,2017,3,10,1,Bengaluru,Seed,640471,14518265,113172291,200,Yes,No,Yes,No,https://www.mlstudio-ventures.com,hello@mlstudio-ventures.io,+91-7207577199,https://linkedin.com/company/mlstudio-ventures,Failed,2019-03-07,-23.58,157,6,"A innovative DeepTech startup based in Bengaluru, focused on market disruption.",2017-04-04 20:43:12,2024-05-19 06:08:25
212,GreenCap Ventures,greencap-ventures,No,DPIIT78743,2021,3,14,20,Panaji,Bootstrapped,1141584,644585,46024833,197,No,Yes,Yes,No,https://www.greencap-ventures.in,hello@greencap-ventures.com,+91-7126264409,https://linkedin.com/company/greencap-ventures,Failed,,-19.91,152,0,"A pioneering EV startup based in Panaji, focused on AI-driven insights.",2021-04-25 17:08:53,2024-09-03 16:59:00
213,EcoBalance Box,ecobalance-box,No,DPIIT78938,2018,4,16,3,Janakpuri,Angel,1689710,7534780,65263955,190,No,No,No,No,https://www.ecobalance-box.com,hello@ecobalance-box.io,+91-8255176241,https://linkedin.com/company/ecobalance-box,Active,2018-01-13,8.21,59,1,"A emerging ClimateTech startup based in Janakpuri, focused on market disruption.",2019-05-04 10:53:01,2024-08-23 04:48:26
214,SolarMax Tech,solarmax-tech,No,DPIIT48528,2019,3,7,8,Thiruvananthapuram,Series B,53947192,120617647,40460847,2017,Yes,Yes,No,No,https://www.solarmax-tech.com,hello@solarmax-tech.in,+91-9707882231,https://linkedin.com/company/solarmax-tech,Inactive,2022-01-31,74.4,45,2,"A innovative E-Commerce startup based in Thiruvananthapuram, focused on AI-driven insights.",2020-02-09 13:27:50,2023-02-17 16:44:06
215,ClimaCare Box,climacare-box,No,DPIIT37899,2017,4,2,1,Bengaluru,Bootstrapped,0,464623,280310613,57,Yes,Yes,No,No,https://www.climacare-box.io,hello@climacare-box.in,+91-8528129357,https://linkedin.com/company/climacare-box,Acquired,,233.42,5,3,"A innovative HealthTech startup based in Bengaluru, focused on AI-driven insights.",2018-08-09 03:31:40,2024-05-11 13:48:35
216,GreenCap Tech,greencap-tech,No,DPIIT79285,2020,2,10,5,Madurai,Series C,1038328,198428760,130976511,2540,No,Yes,Yes,No,https://www.greencap-tech.com,hello@greencap-tech.com,+91-8003937691,https://linkedin.com/company/greencap-tech,Failed,2020-01-11,-19.6,1535,19,"A leading DeepTech startup based in Madurai, focused on digital transformation.",2020-04-14 21:23:28,2024-12-08 22:01:38
217,ThinkAI,thinkai,No,DPIIT85066,2012,2,3,4,Karimnagar,Bootstrapped,635285,2397165,309210876,51,No,No,No,No,https://www.thinkai.co.in,hello@thinkai.com,+91-9242885248,https://linkedin.com/company/thinkai,Failed,,-36.18,20,1,"A pioneering EdTech startup based in Karimnagar, focused on market disruption.",2013-01-28 20:36:15,2023-05-31 10:36:06
218,NeuralHub,neuralhub,No,DPIIT71994,2016,4,7,7,Kanpur,IPO,708828770,1528623782,100296743,1877,No,Yes,No,Yes,https://www.neuralhub.co.in,hello@neuralhub.in,+91-7131083820,https://linkedin.com/company/neuralhub,Active,2024-10-02,130.89,1316,3,"A innovative E-Commerce startup based in Kanpur, focused on scalable solutions.",2016-11-12 17:46:14,2024-06-16 19:14:20
219,PatientLink Plus,patientlink-plus,Yes,DPIIT84221,2020,3,8,5,Madurai,Bootstrapped,0,4363825,75369002,173,Yes,No,No,Yes,https://www.patientlink-plus.in,hello@patientlink-plus.in,+91-9536230285,https://linkedin.com/company/patientlink-plus,Active,,308.29,93,4,"A innovative Logistics startup based in Madurai, focused on AI-driven insights.",2021-11-07 08:05:50,2024-07-17 12:36:24
220,GeneticaAI AI,geneticaai-ai,No,DPIIT87019,2015,3,1,5,Coimbatore,Series B,757865,225751753,53749056,1243,Yes,No,No,No,https://www.geneticaai-ai.com,hello@geneticaai-ai.com,+91-7705428895,https://linkedin.com/company/geneticaai-ai,Failed,2024-01-20,-52.09,981,1,"A leading FinTech startup based in Coimbatore, focused on digital transformation.",2016-11-14 16:27:38,2024-02-05 12:04:03
221,ClimaCare Byte,climacare-byte,No,DPIIT52125,2012,4,3,3,Dwarka,Pre-Seed,905448,4773651,329505869,90,No,Yes,No,No,https://www.climacare-byte.in,hello@climacare-byte.io,+91-8904017474,https://linkedin.com/company/climacare-byte,Active,2013-01-27,88.42,84,3,"A innovative EdTech startup based in Dwarka, focused on digital transformation.",2013-01-12 07:40:17,2023-10-04 00:57:31
222,BuyRight Hub,buyright-hub,Yes,DPIIT72146,2018,3,6,5,Salem,Pre-Seed,1441673,3334653,390779669,108,No,No,No,No,https://www.buyright-hub.com,hello@buyright-hub.in,+91-7097646391,https://linkedin.com/company/buyright-hub,Active,2019-06-17,255.97,52,4,"A pioneering SaaS startup based in Salem, focused on digital transformation.",2018-07-19 06:12:29,2023-08-26 02:59:08
223,RouteIQ Ventures,routeiq-ventures,Yes,DPIIT38687,2013,2,7,6,Surat,Angel,2183225,4186790,251822219,144,Yes,No,Yes,No,https://www.routeiq-ventures.in,hello@routeiq-ventures.in,+91-9129221804,https://linkedin.com/company/routeiq-ventures,Active,2023-06-01,9.08,141,4,"A pioneering E-Commerce startup based in Surat, focused on AI-driven insights.",2013-05-05 06:13:28,2023-03-18 21:34:18
224,ShopZone Solutions,shopzone-solutions,Yes,DPIIT71656,2013,3,11,5,Coimbatore,Pre-Seed,1329609,4460802,274948381,16,No,No,Yes,No,https://www.shopzone-solutions.co.in,hello@shopzone-solutions.io,+91-9146016079,https://linkedin.com/company/shopzone-solutions,Active,2022-09-03,55.81,12,4,"A innovative Cybersecurity startup based in Coimbatore, focused on scalable solutions.",2013-03-18 00:53:10,2024-10-16 02:56:31
225,EVHub Pro,evhub-pro,No,DPIIT25071,2021,4,4,4,Hyderabad,Series B,37522014,125998995,226414770,1455,No,No,Yes,No,https://www.evhub-pro.co.in,hello@evhub-pro.com,+91-8453723061,https://linkedin.com/company/evhub-pro,Inactive,2024-01-24,303.65,470,4,"A emerging AgriTech startup based in Hyderabad, focused on digital transformation.",2022-05-20 22:37:34,2024-10-13 13:25:43
226,CreditAI India,creditai-india,Yes,DPIIT96364,2020,1,13,3,New Delhi,Bootstrapped,0,4164645,127674646,108,No,Yes,Yes,No,https://www.creditai-india.io,hello@creditai-india.io,+91-7683832465,https://linkedin.com/company/creditai-india,Active,,262.88,13,3,"A pioneering Mobility startup based in New Delhi, focused on digital transformation.",2020-12-09 17:28:59,2023-04-18 21:16:25
227,AppSuite Tech,appsuite-tech,No,DPIIT30753,2019,3,3,6,Surat,IPO,1338646,1599996136,305871295,3309,Yes,Yes,No,Yes,https://www.appsuite-tech.io,hello@appsuite-tech.com,+91-9599170463,https://linkedin.com/company/appsuite-tech,Failed,2019-06-11,-41.73,2835,5,"A innovative EdTech startup based in Surat, focused on market disruption.",2020-03-19 23:38:45,2024-12-09 08:32:18
228,PlatformX Pro,platformx-pro,No,DPIIT81299,2019,1,17,2,Thane,Series B,1799237,47921699,153238300,2890,No,No,No,No,https://www.platformx-pro.in,hello@platformx-pro.io,+91-9820619867,https://linkedin.com/company/platformx-pro,Failed,2024-09-09,-15.34,766,0,"A emerging FoodTech startup based in Thane, focused on sustainable growth.",2020-01-25 02:39:04,2024-10-04 21:29:31
229,LabGen Now,labgen-now,No,DPIIT15004,2020,2,5,4,Karimnagar,Bootstrapped,1606887,4820034,492407757,116,No,No,Yes,No,https://www.labgen-now.com,hello@labgen-now.in,+91-9764023878,https://linkedin.com/company/labgen-now,Failed,,-66.27,25,5,"A innovative AI/ML startup based in Karimnagar, focused on sustainable growth.",2020-02-23 22:17:56,2023-01-31 21:57:55
230,ZapCharge Byte,zapcharge-byte,No,DPIIT61651,2014,3,11,20,Mapusa,Series B,468904,97582210,17446578,1072,No,Yes,Yes,No,https://www.zapcharge-byte.in,hello@zapcharge-byte.io,+91-8059245428,https://linkedin.com/company/zapcharge-byte,Failed,2017-02-19,-43.35,274,5,"A pioneering Cybersecurity startup based in Mapusa, focused on AI-driven insights.",2014-08-16 06:34:57,2024-08-09 03:21:25
231,SaaSify Solutions,saasify-solutions,Yes,DPIIT76123,2018,4,6,1,Mangaluru,Series A,10668818,48437131,96508569,2862,No,Yes,No,No,https://www.saasify-solutions.io,hello@saasify-solutions.in,+91-7110205725,https://linkedin.com/company/saasify-solutions,Active,2019-11-18,204.94,2647,3,"A pioneering SaaS startup based in Mangaluru, focused on AI-driven insights.",2019-07-27 10:01:39,2023-11-25 15:49:43
232,UrbanRide,urbanride,Yes,DPIIT45275,2013,4,4,2,Thane,Bootstrapped,0,4297569,443558034,152,No,Yes,Yes,No,https://www.urbanride.in,hello@urbanride.in,+91-8321048099,https://linkedin.com/company/urbanride,Active,,172.97,24,2,"A pioneering AgriTech startup based in Thane, focused on AI-driven insights.",2013-04-21 10:52:20,2023-07-27 03:13:46
233,CartKing Ventures,cartking-ventures,No,DPIIT24300,2019,1,14,5,Coimbatore,Series A,19191434,41856990,128855181,3541,Yes,No,No,Yes,https://www.cartking-ventures.com,hello@cartking-ventures.in,+91-7761604001,https://linkedin.com/company/cartking-ventures,Active,2022-07-23,332.51,1872,3,"A leading EV startup based in Coimbatore, focused on market disruption.",2020-06-20 15:35:03,2024-09-11 23:53:08
234,MetroRide Hub,metroride-hub,No,DPIIT76380,2018,3,5,1,Mangaluru,Seed,3156945,13573370,300469179,94,No,No,Yes,No,https://www.metroride-hub.co.in,hello@metroride-hub.in,+91-8282692726,https://linkedin.com/company/metroride-hub,Active,2019-10-29,1.6,23,1,"A emerging AI/ML startup based in Mangaluru, focused on sustainable growth.",2019-06-07 10:47:57,2024-11-16 08:34:40
235,NetSec Box,netsec-box,No,DPIIT10820,2014,1,11,4,Warangal,Series C,244724832,676359927,96442285,4162,Yes,Yes,Yes,No,https://www.netsec-box.io,hello@netsec-box.io,+91-7986010191,https://linkedin.com/company/netsec-box,Active,2017-06-01,344.59,1903,0,"A innovative Cybersecurity startup based in Warangal, focused on scalable solutions.",2015-10-21 03:51:20,2023-11-21 02:13:00
236,CleanWatt Ventures,cleanwatt-ventures,No,DPIIT65452,2016,4,14,3,Dwarka,Series B,1200568,139871532,54885401,2375,No,No,No,No,https://www.cleanwatt-ventures.io,hello@cleanwatt-ventures.io,+91-8775021744,https://linkedin.com/company/cleanwatt-ventures,Failed,2019-03-10,-31.67,615,5,"A leading EV startup based in Dwarka, focused on scalable solutions.",2017-01-10 16:47:45,2023-06-21 11:18:13
237,SwiftLogix Now,swiftlogix-now,No,DPIIT21776,2015,1,4,2,Pune,Series C,131116477,645680616,34777550,1084,Yes,No,Yes,No,https://www.swiftlogix-now.co.in,hello@swiftlogix-now.com,+91-7875988791,https://linkedin.com/company/swiftlogix-now,Active,2021-10-20,210.91,950,2,"A leading AgriTech startup based in Pune, focused on market disruption.",2015-06-19 15:25:33,2024-12-24 02:42:29
238,CartKing Byte,cartking-byte,No,DPIIT97789,2022,4,16,1,Mangaluru,Series A,384513,39111028,195984750,4654,No,No,No,No,https://www.cartking-byte.com,hello@cartking-byte.in,+91-7228047582,https://linkedin.com/company/cartking-byte,Failed,2023-06-29,-73.68,4502,1,"A emerging ClimateTech startup based in Mangaluru, focused on digital transformation.",2023-10-23 15:11:04,2024-04-13 21:13:12
239,BuyRight Byte,buyright-byte,Yes,DPIIT40968,2014,4,6,6,Surat,IPO,362849464,1243972918,98597367,1463,No,No,No,No,https://www.buyright-byte.in,hello@buyright-byte.in,+91-9805986596,https://linkedin.com/company/buyright-byte,Active,2020-06-19,223.18,746,5,"A innovative SaaS startup based in Surat, focused on market disruption.",2015-07-08 06:20:35,2023-11-12 08:26:07
240,CityRide Box,cityride-box,No,DPIIT86318,2021,3,8,5,Salem,Seed,2648704,8835811,133679752,10,No,No,Yes,No,https://www.cityride-box.co.in,hello@cityride-box.com,+91-7696169422,https://linkedin.com/company/cityride-box,Active,2022-11-13,46.77,2,2,"A innovative Logistics startup based in Salem, focused on market disruption.",2022-04-25 16:58:31,2023-04-26 06:31:45
241,EVHub Ventures,evhub-ventures,No,DPIIT82641,2014,4,5,1,Mysuru,Seed,4407120,17939002,405129031,30,Yes,No,Yes,No,https://www.evhub-ventures.co.in,hello@evhub-ventures.in,+91-9936028052,https://linkedin.com/company/evhub-ventures,Inactive,2022-11-24,-6.07,8,5,"A pioneering AI/ML startup based in Mysuru, focused on market disruption.",2015-01-01 05:15:40,2024-07-01 12:59:03
242,DocAI Byte,docai-byte,No,DPIIT31365,2022,1,7,7,Noida,Pre-Seed,1133557,2691395,496287393,104,No,Yes,No,Yes,https://www.docai-byte.com,hello@docai-byte.com,+91-9761284601,https://linkedin.com/company/docai-byte,Inactive,2022-06-17,4.57,75,1,"A pioneering E-Commerce startup based in Noida, focused on digital transformation.",2022-04-05 09:12:30,2023-10-11 20:55:47
243,GaiaTech Labs,gaiatech-labs,Yes,DPIIT30631,2019,2,1,1,Mysuru,Series B,51547649,99507078,113966822,4911,No,Yes,No,No,https://www.gaiatech-labs.co.in,hello@gaiatech-labs.in,+91-9835463608,https://linkedin.com/company/gaiatech-labs,Active,2020-01-16,214.32,1145,0,"A leading FinTech startup based in Mysuru, focused on market disruption.",2020-11-20 02:07:07,2024-01-27 12:06:08
